Elpadrino;Elpadrino.ParteII;ForrestGump;Gladiator;AmericanHistoryX;Origen;Seven;Braveheart;Elpianista;Losmiserables;ApocalypseNow;Regresoalfuturo;
Elpadrino;LalistadeSchindler;Cadenaperpetua;Elsilenciodeloscorderos;Matrix;ForrestGump;Elsenordelosanillos:Elretornodelrey;StarWars.Elimperiocontraataca;Naufrago;Elsenordelosanillos:Lacomunidaddelanillo;Lamillaverde;Elpianista;Titanic;Regresoalfuturo;Elsenordelosanillos:Lasdostorres;Elreyleon;
Elpadrino;Enbuscadelafelicidad;Elpadrino.ParteII;LalistadeSchindler;Cadenaperpetua;Matrix;PulpFiction;Lavidaesbella;CiudaddeDios;Elsenordelosanillos:Elretornodelrey;Gladiator;Elsenordelosanillos:Lacomunidaddelanillo;AmericanHistoryX;Lamillaverde;Origen;Seven;Braveheart;Terminator2:Eljuiciofinal;Elclubdelalucha;Elpianista;Memento;Elsenordelosanillos:Lasdostorres;Eltrucofinal(Elprestigio);Eltrucofinal(Elprestigio);Elreyleon;Intocable;Interstellar;Alieneloctavopasajero;Batman.Elcaballerooscuro
Elpadrino;Enbuscadelafelicidad;Elpadrino.ParteII;LalistadeSchindler;Elsilenciodeloscorderos;Matrix;PulpFiction;Lavidaesbella;CiudaddeDios;Psicosis;Gladiator;Naufrago;Lamillaverde;Seven;Braveheart;Elpianista;Infiltrados;ApocalypseNow;Eltrucofinal(Elprestigio);Intocable;Unamentemaravillosa;Alieneloctavopasajero;Elresplandor;
Elpadrino;Enbuscadelafelicidad;Elpadrino.ParteII;LalistadeSchindler;Lavidaesbella;ForrestGump;SalvaralsoldadoRyan;AmericanHistoryX;Lamillaverde;Origen;Seven;Elpianista;Titanic;Memento;Elreyleon;Unamentemaravillosa;Batman.Elcaballerooscuro
Elpadrino;Enbuscadelafelicidad;Lavidaesbella;Elsenordelosanillos:Elretornodelrey;SalvaralsoldadoRyan;Elsenordelosanillos:Lacomunidaddelanillo;AmericanHistoryX;Origen;Titanic;Elsenordelosanillos:Lasdostorres;Elreyleon;Batman.Elcaballerooscuro
Elpadrino;Enbuscadelafelicidad;LalistadeSchindler;Cadenaperpetua;Matrix;IndianaJones.Enbuscadelarcaperdida;Lavidaesbella;ForrestGump;CiudaddeDios;Elsenordelosanillos:Elretornodelrey;StarWars.Elimperiocontraataca;Gladiator;Naufrago;SalvaralsoldadoRyan;Elsenordelosanillos:Lacomunidaddelanillo;AmericanHistoryX;Lamillaverde;Origen;Seven;Apocalypto;Braveheart;Elclubdelalucha;Elpianista;Regresoalfuturo;Elsenordelosanillos:Lasdostorres;Eltrucofinal(Elprestigio);Elreyleon;Intocable;Unamentemaravillosa;Alieneloctavopasajero;
Elpadrino;Enbuscadelafelicidad;Cadenaperpetua;Matrix;ForrestGump;Elsenordelosanillos:Elretornodelrey;Gladiator;Naufrago;SalvaralsoldadoRyan;Elsenordelosanillos:Lacomunidaddelanillo;AmericanHistoryX;Origen;Seven;Braveheart;Elclubdelalucha;Elpianista;Infiltrados;Titanic;Memento;Elsenordelosanillos:Lasdostorres;Eltrucofinal(Elprestigio);Elreyleon;Requiemporunsueno;Intocable;Unamentemaravillosa;Interstellar;Batman.Elcaballerooscuro
Elpadrino;Enbuscadelafelicidad;Elsilenciodeloscorderos;PulpFiction;IndianaJones.Enbuscadelarcaperdida;Casablanca;Lavidaesbella;ForrestGump;Elsenordelosanillos:Elretornodelrey;Psicosis;StarWars.Elimperiocontraataca;Gladiator;Naufrago;SalvaralsoldadoRyan;Elsenordelosanillos:Lacomunidaddelanillo;AmericanHistoryX;Lamillaverde;Origen;Seven;Terminator2:Eljuiciofinal;Elclubdelalucha;Elpianista;Laguerradelasgalaxias;Losmiserables;Titanic;Regresoalfuturo;Eltrucofinal(Elprestigio);Eltrucofinal(Elprestigio);Elreyleon;Unodelosnuestros;Elsextosentido;Intocable;Interstellar;Elresplandor;Batman.Elcaballerooscuro
Elpadrino;Enbuscadelafelicidad;LalistadeSchindler;Elsilenciodeloscorderos;Matrix;ForrestGump;Elsenordelosanillos:Elretornodelrey;StarWars.Elimperiocontraataca;Gladiator;Naufrago;SalvaralsoldadoRyan;Elsenordelosanillos:Lacomunidaddelanillo;AmericanHistoryX;Lamillaverde;Origen;Elclubdelalucha;Elpianista;Laguerradelasgalaxias;Losmiserables;Memento;Regresoalfuturo;Elsenordelosanillos:Lasdostorres;Eltrucofinal(Elprestigio);Intocable;Unamentemaravillosa;Batman.Elcaballerooscuro
